edge_id,scope,quote,origin,locator,evidence_file,extraction_call,review_call,role_audit_call
c2481c2387f9ca876245de64,method,"public static android.content.ClipData newIntent(java.lang.CharSequence, android.content.Intent);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/5cc66ad6e7ec7086bee9.txt,,,
c2481c2387f9ca876245de64,method,"public static android.content.ClipData newPlainText(java.lang.CharSequence, java.lang.CharSequence);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/5cc66ad6e7ec7086bee9.txt,,,
c2481c2387f9ca876245de64,method,"public static android.content.ClipData newRawUri(java.lang.CharSequence, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/5cc66ad6e7ec7086bee9.txt,,,
c2481c2387f9ca876245de64,method,"public static android.content.ClipData newUri(android.content.ContentResolver, java.lang.CharSequence, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/5cc66ad6e7ec7086bee9.txt,,,
c8e46983338279f927a3f3fb,method,public java.lang.CharSequence coerceToStyledText(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
c8e46983338279f927a3f3fb,method,public java.lang.CharSequence coerceToText(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
c8e46983338279f927a3f3fb,method,public java.lang.String coerceToHtmlText(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
96837e03eedd933cfee230cd,constructor,public android.content.ClipData$Item(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
96837e03eedd933cfee230cd,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
96837e03eedd933cfee230cd,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, java.lang.String, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
25a3204ff40cac93ecbb3266,method,public android.content.Intent getIntent();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
834719b4920db094719c03ed,constructor,public android.content.ClipData$Item(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
834719b4920db094719c03ed,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
834719b4920db094719c03ed,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, java.lang.String, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
6ea0332b0814ca9489804ad6,method,public android.net.Uri getUri();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
818ed74f147ce9883e36b3b9,constructor,public android.content.ClipData$Item(java.lang.CharSequence);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
818ed74f147ce9883e36b3b9,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
818ed74f147ce9883e36b3b9,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
818ed74f147ce9883e36b3b9,constructor,"public android.content.ClipData$Item(java.lang.CharSequence, java.lang.String, android.content.Intent, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
ea642fd7596649fa3e11af51,method,public java.lang.CharSequence coerceToStyledText(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
ea642fd7596649fa3e11af51,method,public java.lang.CharSequence coerceToText(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
ea642fd7596649fa3e11af51,method,public java.lang.CharSequence getText();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/9120b6e6b9c93b82cf07.txt,,,
0ce8a284b62e428d47addc14,constructor,"public android.content.ClipDescription(java.lang.CharSequence, java.lang.String[]);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/ffadc716741c56d5cef3.txt,,,
5f8c52aa105d33690a04f12a,method,public java.lang.CharSequence getLabel();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/ffadc716741c56d5cef3.txt,,,
290fe07346c0f7e5c3ccb934,method,public void setPrimaryClip(android.content.ClipData);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/f68b4605ca635113a912.txt,,,
2a6380670dfe694535bafa9e,method,public android.content.ClipData getPrimaryClip();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/f68b4605ca635113a912.txt,,,
1af9b87a188364dca87826ca,method,public android.content.ClipDescription getPrimaryClipDescription();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/f68b4605ca635113a912.txt,,,
597a9d088933e03631a1aa6d,method,public void setText(java.lang.CharSequence);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/f68b4605ca635113a912.txt,,,
304a9ae2b15812a42fd37e59,method,public java.lang.CharSequence getText();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/f68b4605ca635113a912.txt,,,
2a88304daaac93c535c08282,constructor,public android.content.ContentResolver(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
d091909ae90b519ba70332f1,method,"public final android.database.Cursor query(android.net.Uri, java.lang.String[], java.lang.String, java.lang.String[], java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
d091909ae90b519ba70332f1,method,"public final android.database.Cursor query(android.net.Uri, java.lang.String[], java.lang.String, java.lang.String[], java.lang.String, android.os.CancellationSignal);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public final android.content.ContentProviderClient acquireContentProviderClient(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public final android.content.ContentProviderClient acquireUnstableContentProviderClient(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.content.res.AssetFileDescriptor openAssetFileDescriptor(android.net.Uri, java.lang.String) throws java.io.FileNotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.content.res.AssetFileDescriptor openTypedAssetFileDescriptor(android.net.Uri, java.lang.String, android.os.Bundle) throws java.io.FileNotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.database.Cursor query(android.net.Uri, java.lang.String[], java.lang.String, java.lang.String[], java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.database.Cursor query(android.net.Uri, java.lang.String[], java.lang.String, java.lang.String[], java.lang.String, android.os.CancellationSignal);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.net.Uri insert(android.net.Uri, android.content.ContentValues);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.os.Bundle call(android.net.Uri, java.lang.String, java.lang.String, android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final android.os.ParcelFileDescriptor openFileDescriptor(android.net.Uri, java.lang.String) throws java.io.FileNotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final int bulkInsert(android.net.Uri, android.content.ContentValues[]);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final int delete(android.net.Uri, java.lang.String, java.lang.String[]);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final int update(android.net.Uri, android.content.ContentValues, java.lang.String, java.lang.String[]);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public final java.io.InputStream openInputStream(android.net.Uri) throws java.io.FileNotFoundException;,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public final java.io.OutputStream openOutputStream(android.net.Uri) throws java.io.FileNotFoundException;,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final java.io.OutputStream openOutputStream(android.net.Uri, java.lang.String) throws java.io.FileNotFoundException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public final java.lang.String getType(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public final void registerContentObserver(android.net.Uri, boolean, android.database.ContentObserver);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public java.lang.String[] getStreamTypes(android.net.Uri, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,public void cancelSync(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public void notifyChange(android.net.Uri, android.database.ContentObserver);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public void notifyChange(android.net.Uri, android.database.ContentObserver, boolean);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
029a5c7bbb0cc2c767f63c06,method,"public void startSync(android.net.Uri, android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
f3cbf56eb2a98f4501197e55,method,"public final android.net.Uri insert(android.net.Uri, android.content.ContentValues);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/36a356fb9c86e592a29b.txt,,,
e8a89f35ddecca3c6dc0eda0,method,public abstract android.content.ContentResolver getContentResolver();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract android.content.ComponentName startService(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract boolean bindService(android.content.Intent, android.content.ServiceConnection, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract boolean stopService(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract void removeStickyBroadcast(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract void sendBroadcast(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void sendBroadcast(android.content.Intent, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void sendOrderedBroadcast(android.content.Intent, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void sendOrderedBroadcast(android.content.Intent, java.lang.String, android.content.BroadcastReceiver, android.os.Handler, int, java.lang.String, android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract void sendStickyBroadcast(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void sendStickyOrderedBroadcast(android.content.Intent, android.content.BroadcastReceiver, android.os.Handler, int, java.lang.String, android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract void startActivities(android.content.Intent[]);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void startActivities(android.content.Intent[], android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,public abstract void startActivity(android.content.Intent);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void startActivity(android.content.Intent, android.os.Bundle);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void startIntentSender(android.content.IntentSender, android.content.Intent, int, int, int) throws android.content.IntentSender$SendIntentException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
f98693d0991fed5376093c24,method,"public abstract void startIntentSender(android.content.IntentSender, android.content.Intent, int, int, int, android.os.Bundle) throws android.content.IntentSender$SendIntentException;",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
3ea732e44e2102f3bbccf090,method,"public abstract android.content.Intent registerReceiver(android.content.BroadcastReceiver, android.content.IntentFilter);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
3ea732e44e2102f3bbccf090,method,"public abstract android.content.Intent registerReceiver(android.content.BroadcastReceiver, android.content.IntentFilter, java.lang.String, android.os.Handler);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract int checkCallingOrSelfUriPermission(android.net.Uri, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract int checkCallingUriPermission(android.net.Uri, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract int checkUriPermission(android.net.Uri, int, int, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract int checkUriPermission(android.net.Uri, java.lang.String, java.lang.String, int, int, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void enforceCallingOrSelfUriPermission(android.net.Uri, int, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void enforceCallingUriPermission(android.net.Uri, int, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void enforceUriPermission(android.net.Uri, int, int, int, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void enforceUriPermission(android.net.Uri, java.lang.String, java.lang.String, int, int, int, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void grantUriPermission(java.lang.String, android.net.Uri, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
45ddd9e54874af67ed812473,method,"public abstract void revokeUriPermission(android.net.Uri, int);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
75691ff4e1434d3dc5b5a680,method,public final java.lang.CharSequence getText(int);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/80e948f43db8a9452a32.txt,,,
26ea4ca3dbf8a997eab97e28,method,public void setClipData(android.content.ClipData);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
8c89c111418603c6046fe98e,method,public android.content.ClipData getClipData();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
bfe1d2022f88396bcf91f35a,method,public java.lang.String resolveType(android.content.ContentResolver);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
bfe1d2022f88396bcf91f35a,method,public java.lang.String resolveTypeIfNeeded(android.content.ContentResolver);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
3c94cdb1354aa565f54e0c16,method,"public android.content.Intent setClass(android.content.Context, java.lang.Class<?>);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
3c94cdb1354aa565f54e0c16,method,"public android.content.Intent setClassName(android.content.Context, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
3c94cdb1354aa565f54e0c16,constructor,"public android.content.Intent(android.content.Context, java.lang.Class<?>);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
3c94cdb1354aa565f54e0c16,constructor,"public android.content.Intent(java.lang.String, android.net.Uri, android.content.Context, java.lang.Class<?>);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
3c94cdb1354aa565f54e0c16,method,public java.lang.String resolveType(android.content.Context);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,method,public android.content.Intent setData(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,method,public android.content.Intent setDataAndNormalize(android.net.Uri);,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,method,"public android.content.Intent setDataAndType(android.net.Uri, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,method,"public android.content.Intent setDataAndTypeAndNormalize(android.net.Uri, java.lang.String);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,constructor,"public android.content.Intent(java.lang.String, android.net.Uri);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
2efc55cfc63374677b6d8c3a,constructor,"public android.content.Intent(java.lang.String, android.net.Uri, android.content.Context, java.lang.Class<?>);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
bbda7f941c78e80d65e8075c,method,public android.net.Uri getData();,binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
ce10377ce150f9902e72bf81,method,"public android.content.Intent putExtra(java.lang.String, java.lang.CharSequence);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
ce10377ce150f9902e72bf81,method,"public android.content.Intent putExtra(java.lang.String, java.lang.CharSequence[]);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
ce10377ce150f9902e72bf81,method,"public static android.content.Intent createChooser(android.content.Intent, java.lang.CharSequence);",binary_declaration,tmp\authoritative_artifacts\android\android-4.1.1.4.jar,declarations/78a44fd45b49b8e662fb.txt,,,
