node_id,kind,ku_count,artifact,identity_status,evidence_file
org.jivesoftware.smackx.RosterExchangeListener,interface,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/25c5aa0f9e421d73f46b.txt
org.jivesoftware.smackx.RosterExchangeManager,class,3,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/54256f7b790ff2bbc8a2.txt
org.jivesoftware.smackx.ServiceDiscoveryManager,class,5,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/a57ea94a3e1cc9df02e6.txt
org.jivesoftware.smackx.XHTMLManager,class,3,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/bed8fcf136fc4e0925c8.txt
org.jivesoftware.smackx.XHTMLText,class,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/7b7507723beae912eff7.txt
org.jivesoftware.smackx.filetransfer.FileTransfer,class,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/5ea5615e915a800d8384.txt
org.jivesoftware.smackx.filetransfer.FileTransferListener,interface,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/b3e71fabfbcfe731e2f4.txt
org.jivesoftware.smackx.filetransfer.FileTransferManager,class,3,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/e7223b5df9e096c926a1.txt
org.jivesoftware.smackx.filetransfer.FileTransferRequest,class,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/3090b5bdc327e5d4bd02.txt
org.jivesoftware.smackx.filetransfer.IncomingFileTransfer,class,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/9d7713c010fef66c8fda.txt
org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer,class,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/b3ad625b91027169977b.txt
org.jivesoftware.smackx.muc.DefaultParticipantStatusListener,class,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/2dff52f8d5782edaaab3.txt
org.jivesoftware.smackx.muc.InvitationListener,interface,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/25cc7695a0af938a3f2e.txt
org.jivesoftware.smackx.muc.InvitationRejectionListener,interface,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/1a06dbab584ed6720c66.txt
org.jivesoftware.smackx.muc.MultiUserChat,class,12,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/aab1453667583219e41b.txt
org.jivesoftware.smackx.muc.ParticipantStatusListener,interface,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/cfe3db5b3fe221c9ce9b.txt
org.jivesoftware.smackx.muc.SubjectUpdatedListener,interface,1,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/4b256259500995795e5c.txt
org.jivesoftware.smackx.muc.UserStatusListener,interface,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/752c885efe9ec8aa4f11.txt
org.jivesoftware.smackx.pubsub.LeafNode,class,2,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/a5ba0699011f802cbe5b.txt
org.jivesoftware.smackx.pubsub.Node,class,3,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/e9614bb8aacd90cb2417.txt
org.jivesoftware.smackx.pubsub.PubSubManager,class,3,tmp\authoritative_artifacts\smack\smack-all-3.2.1.jar,input_resolved_binary_present,declarations/1e488403be564f884b16.txt
