edge_id,source,target,relation,symmetric,support_count,fact_status,retrieval_status,scope_policy
3949cdc20615ccbb0223c88b,android.animation.Animator,android.animation.Animator.AnimatorListener,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
c5f9f1e9225c9a105bac45f9,android.animation.AnimatorSet,android.animation.ObjectAnimator,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
1615809806c344b2bc535b35,android.animation.AnimatorSet,android.animation.ValueAnimator,COLLABORATES_WITH,1,2,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
8bfd6fbfa3783e9d835a274e,android.animation.ArgbEvaluator,android.animation.TypeEvaluator,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
374400dac2c277001b7c8f63,android.animation.ArgbEvaluator,android.animation.ValueAnimator,COLLABORATES_WITH,1,2,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
6706e1cbe17f9839c4d00174,android.animation.ArgbEvaluator,android.animation.ValueAnimator.AnimatorUpdateListener,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
5cc4c1f8c5769c9ebc22c520,android.animation.FloatEvaluator,android.animation.ObjectAnimator,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
b20e75613ab4379573739c31,android.animation.FloatEvaluator,android.animation.TypeEvaluator,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
bcf871655481349f66d7bb4a,android.animation.FloatEvaluator,android.animation.ValueAnimator,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
c8fcef4795fbf7a847ec1ba6,android.animation.IntEvaluator,android.animation.TypeEvaluator,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
ec30f45856827de0e5c50811,android.animation.ObjectAnimator,android.animation.Animator,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
28285187800d27b2f84868cb,android.animation.ObjectAnimator,android.animation.TypeEvaluator,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
5ca5bb699dbc5e50bf870861,android.animation.ObjectAnimator,android.animation.ValueAnimator,ALTERNATIVE_TO,1,2,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
3c3b0117bb9e10df1e76e546,android.animation.ObjectAnimator,android.animation.ValueAnimator,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
9017db25fec5a4fd1bdcf420,android.animation.ObjectAnimator,android.animation.ValueAnimator,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
1b93c48321ff62e51bdf52ff,android.animation.ObjectAnimator,android.view.View,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
3ef18c19769515816e3fc895,android.animation.TypeEvaluator,android.animation.ValueAnimator,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
650cb22ce3a562fc16960e21,android.animation.ValueAnimator,android.animation.Animator,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
232a9907ed789c22f4f13d90,android.animation.ValueAnimator,android.animation.Animator,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
1f6ac2db2ce715afa3fc46a9,android.animation.ValueAnimator,android.animation.TypeEvaluator,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
5da527eefa7d850127fb4f4f,android.animation.ValueAnimator,android.animation.TypeEvaluator,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
ebddccf7d1c7619743eba1eb,android.animation.ValueAnimator,android.animation.ValueAnimator.AnimatorUpdateListener,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
20e14148fe49d57f65de7649,android.animation.ValueAnimator,android.animation.ValueAnimator.AnimatorUpdateListener,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
28fe229c213a3bdf434f063a,android.animation.ValueAnimator,android.animation.ValueAnimator.AnimatorUpdateListener,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
51ce5e3220f59f4d76640764,android.animation.ValueAnimator,android.widget.Button,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
578663b4b646abd482ab3097,android.animation.ValueAnimator.AnimatorUpdateListener,android.animation.ValueAnimator,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
283df7d9e3602acddc34e5ad,android.animation.ValueAnimator.AnimatorUpdateListener,android.animation.ValueAnimator,NESTED_IN,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
563a9faf3ae8cb550f6c4984,android.content.res.Resources,android.graphics.drawable.Drawable,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
01c79190b0ea2e36734ecf9c,android.graphics.Bitmap,android.graphics.Canvas,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
e5caf315f53a2ad3e5ea8c07,android.graphics.Bitmap,android.graphics.Canvas,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
f3c37a26c2aa48a87297bb9b,android.graphics.Bitmap,android.graphics.Canvas,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
ca321df38693e4da5c19a6cd,android.graphics.Bitmap,android.graphics.Paint,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
d47eced1ed0b8d80f504342b,android.graphics.Bitmap,android.widget.ImageView,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
04971625a2bc5289a058de79,android.graphics.Bitmap,javax.microedition.khronos.opengles.GL10,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
1a95cd2fb4928d21c0c36fdf,android.graphics.Canvas,android.graphics.Bitmap,ACCEPTS,0,7,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
6276a2c2c1c63b54258e1914,android.graphics.Canvas,android.graphics.Bitmap,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
335174b609c86c196bcf6a87,android.graphics.Canvas,android.graphics.Paint,ACCEPTS,0,33,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2942f015767111f6fd13d140,android.graphics.Canvas,android.graphics.Paint,REQUIRES,0,2,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
eab17eb4fb74e99c1a8ad255,android.graphics.Canvas,android.graphics.Path,ACCEPTS,0,6,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
9f817f81faa4945f85809423,android.graphics.Canvas,android.graphics.Path,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
2263b673f3f987d919805b1b,android.graphics.Canvas,android.graphics.drawable.Drawable,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
d6d0abb1d8c13543ced77d10,android.graphics.Canvas,android.graphics.drawable.ShapeDrawable,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
1eb8fb849aec6a8d17d41286,android.graphics.Canvas,android.view.SurfaceHolder,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
6914c89abc6a6166fc6ba22e,android.graphics.Canvas,android.view.View,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
072cd9ebb3f2d69257167e33,android.graphics.Paint,android.graphics.Path,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
f4e684c6bf6d37d32194ad44,android.graphics.drawable.BitmapDrawable,android.content.res.Resources,ACCEPTS,0,5,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
50a9ba58b330fec69b672839,android.graphics.drawable.BitmapDrawable,android.graphics.Bitmap,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
061ed355fa8a0313f70fd1bc,android.graphics.drawable.BitmapDrawable,android.graphics.Bitmap,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
8b2729b50837c88150e0b057,android.graphics.drawable.BitmapDrawable,android.graphics.Canvas,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
3292c8e58e709629a4c871a1,android.graphics.drawable.BitmapDrawable,android.graphics.Paint,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
bf534e07b296fac963ae054f,android.graphics.drawable.BitmapDrawable,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
4fa6c41d07c44cebc1098125,android.graphics.drawable.BitmapDrawable,android.graphics.drawable.Drawable,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
0336d011456866bf1f3ede39,android.graphics.drawable.Drawable,android.content.res.Resources,ACCEPTS,0,5,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
93b689f46ef3998a9c798956,android.graphics.drawable.Drawable,android.graphics.Canvas,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
d8c5c6d19719b19c9f35fac3,android.graphics.drawable.NinePatchDrawable,android.content.res.Resources,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
37ccfd84724ec65c0457d2e2,android.graphics.drawable.NinePatchDrawable,android.graphics.Bitmap,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
af507a82d9c58c35a595d90a,android.graphics.drawable.NinePatchDrawable,android.graphics.Canvas,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
302a64a2b44f4c311335f6ae,android.graphics.drawable.NinePatchDrawable,android.graphics.Paint,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
9aec50051de7d8e46d7e1b8a,android.graphics.drawable.NinePatchDrawable,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
19187a6a0a0700bf0ee272a1,android.graphics.drawable.NinePatchDrawable,android.graphics.drawable.Drawable,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
c5cdd4d727af7f3307258453,android.graphics.drawable.NinePatchDrawable,android.view.View,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
f5179c1b8ff3ea8f87df26fe,android.graphics.drawable.ShapeDrawable,android.content.res.Resources,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
bbb5b52a429886996c06a4c5,android.graphics.drawable.ShapeDrawable,android.graphics.Canvas,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
c0f30aad5e3ca13c735a3127,android.graphics.drawable.ShapeDrawable,android.graphics.Paint,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2a48d4e8b6a48f8f19e6b138,android.graphics.drawable.ShapeDrawable,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
f79c423f364b5b505f6e740f,android.graphics.drawable.ShapeDrawable,android.graphics.drawable.Drawable,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
d6f53133ad25e8a55f66a482,android.graphics.drawable.ShapeDrawable,android.view.View,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
4258d0e0e8918a2bbfcfbd07,android.opengl.GLSurfaceView,android.opengl.GLSurfaceView.Renderer,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
3a5e72070ceb605474120691,android.opengl.GLSurfaceView,android.opengl.GLSurfaceView.Renderer,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
c122ec5c91f9bbce4f0ab02e,android.opengl.GLSurfaceView,android.view.SurfaceHolder,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
57ff3d792fc03197804aa285,android.opengl.GLSurfaceView,android.view.SurfaceHolder.Callback,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
373e672620760a1f7c5b9385,android.opengl.GLSurfaceView,android.view.SurfaceView,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
854282934402769d06e29751,android.opengl.GLSurfaceView.Renderer,android.opengl.GLSurfaceView,NESTED_IN,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
0f7e7173e5fade746c2f076e,android.opengl.GLSurfaceView.Renderer,android.opengl.GLU,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
88edd38b4b776ee56e05f6bc,android.opengl.GLSurfaceView.Renderer,javax.microedition.khronos.opengles.GL10,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
8d2a216f574c9c516b86d488,android.opengl.GLSurfaceView.Renderer,javax.microedition.khronos.opengles.GL10,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
92db5598160384520300788c,android.opengl.GLSurfaceView.Renderer,javax.microedition.khronos.opengles.GL10,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
f0d732c2aa80c8f99cb27f3e,android.opengl.GLU,javax.microedition.khronos.opengles.GL10,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
85fa771c564c2dd31c9dceb2,android.opengl.GLU,javax.microedition.khronos.opengles.GL10,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
f0601f7d523ec7e753213ce3,android.view.Surface,android.graphics.Canvas,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
b0282c0f73d39f4d295caa5b,android.view.Surface,android.graphics.Canvas,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
f2acfda796d5edef6d212e1c,android.view.Surface,android.view.SurfaceHolder,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
e0d2213cd20f8af5a93f1afa,android.view.SurfaceHolder,android.graphics.Canvas,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
4222524bdb36ed322c28cc75,android.view.SurfaceHolder,android.graphics.Canvas,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2790e57c49980c5233c6412c,android.view.SurfaceHolder,android.view.Surface,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
95d01f454a37cf1d4a11b6f5,android.view.SurfaceHolder,android.view.SurfaceHolder.Callback,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
06b8c76d6a360cd550962b04,android.view.SurfaceHolder,android.view.SurfaceHolder.Callback,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
a18ec3a722fd591e39293c2e,android.view.SurfaceHolder.Callback,android.view.SurfaceHolder,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
25fc9baf6b809b97b01ac46e,android.view.SurfaceHolder.Callback,android.view.SurfaceHolder,NESTED_IN,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
d864669814fffeb679cac6de,android.view.SurfaceHolder.Callback,android.view.SurfaceView,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
a6e46bdf91ef6ffb97d626b7,android.view.SurfaceView,android.graphics.Canvas,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
83aa8f901e552b77895a0f87,android.view.SurfaceView,android.view.SurfaceHolder,REQUIRES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
984ccbde681e9bd89abc7750,android.view.SurfaceView,android.view.SurfaceHolder,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
863b3b46cdc3489defc998c0,android.view.SurfaceView,android.view.View,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
5bd0bdb5f9ce3b29d7a84359,android.view.View,android.content.res.Resources,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
546f31963e94923c6a50edca,android.view.View,android.graphics.Bitmap,RETURNS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
f8fff24f3c1e02d3ac09edc0,android.view.View,android.graphics.Canvas,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
6b330e817f7080257299b44a,android.view.View,android.graphics.Paint,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
8d155d872ba9a33367482ac8,android.view.View,android.graphics.drawable.Drawable,ACCEPTS,0,6,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
818ba37997a3849638732938,android.view.View,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
45f868b5c3ea07ce9d3017a9,android.view.animation.AccelerateDecelerateInterpolator,android.animation.ObjectAnimator,CONFIGURES,0,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
f106c9a8e5aa5d1fd03ba143,android.view.animation.AccelerateInterpolator,android.view.animation.LinearInterpolator,ALTERNATIVE_TO,1,2,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
37a685d48730d521ef934186,android.view.animation.AlphaAnimation,android.view.animation.DecelerateInterpolator,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
176f7905fdb22c522def9ce6,android.widget.Button,android.widget.ListView,COLLABORATES_WITH,1,1,model_reviewed_not_human_verified,unvalidated,Apply only within at least one cited operation/condition; not a universal relation.
5ff2d2773275a2401c780e33,android.widget.Button,android.widget.TextView,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
143d55f42a1addf2c6ebdd24,android.widget.ImageView,android.graphics.Bitmap,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
d74940edfaf01ca16fdc6273,android.widget.ImageView,android.graphics.drawable.Drawable,ACCEPTS,0,2,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
ac94cf3b9717d383c92d66c8,android.widget.ImageView,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
2d45299d551e3baf18d0e8f1,android.widget.ImageView,android.view.View,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
bb83471f37058829b0b5f0fc,android.widget.LinearLayout,android.graphics.drawable.Drawable,ACCEPTS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
9a0e4328343c05a817ed9397,android.widget.LinearLayout,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
456aea445208741cee7d6650,android.widget.ListView,android.graphics.drawable.Drawable,ACCEPTS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
07fdca80c588aaf4cc6499ee,android.widget.ListView,android.graphics.drawable.Drawable,RETURNS,0,3,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
3a593bb8b362505dd050f14c,android.widget.ListView,android.view.View,ACCEPTS,0,7,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
192a73cb535e705a2d32187b,android.widget.TextView,android.graphics.drawable.Drawable,ACCEPTS,0,4,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
49ca987cfd2e67eab4b125ed,android.widget.TextView,android.graphics.drawable.Drawable,RETURNS,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
48820c0472af24b13e329126,android.widget.TextView,android.view.View,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
85a3900ac32503acd59ca727,javax.microedition.khronos.opengles.GL11,javax.microedition.khronos.opengles.GL10,SUBTYPE_OF,0,1,binary_declaration,unvalidated,Read supporting declarations; no functional equivalence implied.
